text,index
이거 너무 좋아 흐흑 흑흑 근데 스티커 너무 예쁘고 아까워서 어떻게 쓰죠 소듕,1
아아아앍 나 진짜 이 컷 너무 좋아,1
오늘 여심리사 떡밥 풍년이다 이건 저번에 그 놀이동산 떡밥이네 뭐든 다 좋아 그냥 고마워요 올려주신 분들 양쯔 정백연 여심리사,1
날씨가 좋다 상연아,1
기뻐해줘서 내가 더 행복해 정말 더 좋은 거 해주고 싶은데 나중에 돈 더 많이 벌면 다 해줄게 나두 스릉행 드디어 이번주얌 조금만 더 기다리자 알게찌 아주 그냥 올나잇 데이트여 그리고 난 변태라도 좋아 무 야호,1
건강운 왤케 좋아 오하아사 넌 구라쟁이애,1
너무 졸라 좋아,1
빈첸 신곡 진짜 개 좋다 앨범 사야지,1
진짜 너무너무 좋다 기계음 섞인 와중에도 악센트 느껴지는 목소리 할때 진짜너무좋음,1
극소네 너무 호랭이 같아서 좋아 흑흑,1
청시엘은 시엘이 유혹하면 청이 하고 알아채 주는 게 좋고 셀클은 가만히 있는 클라모르 보고 셀레 혼자 하는 게 좋다,1
뱀파가 좋아 우유가 조와,1
조빱악당 조아하는 내가 환장하는 표정 넘 좋아 어케 그리는 것까지 재밋지 내사랑 조무래기들 내가 아껴,1
하 진짜 너무 좋다 헤헤헤 에이타로 또 친구사겨갈거야 렌 우리 친구다 벌써,1
여유로운거 너무 좋아,1
한 번에 잡아당기는것도 좋고 하나씩 힘줘서 빼는것도 좋아 착용감 이 좋아서 종종 애용할듯 초대남 체대생 군인 네토 운동하는남자 특전사 오프녀,1
웃을수없다,1
니가 좋아 정말 못 견딜 만큼,1
타코야키는 따뜻한 성질이지 건강에 좋아 타코야키 트럭을 찾아 여행을 떠날거야,1
패션에 진심인 이부키 뭐야 웃기구 좋아,1
나 왜 지금 본 것 아앙 아키님 넘 좋아 저 비좁은 우산 안에서 어깨 챱 붙이고 걸어갈 엘밐을 생각하니까 하앙,1
후 뮐러 복귀까지 얼매나 기다렸는지 물론 레비보다 기다렸을까싶지마는 그래도 뛰는 모습 봐서 좋아,1
오늘 의상 너무 좋다 거기에 깐유진 말해뭐해 끝장남,1
생명이란 살고 싶어하는게 섭리일지도 모르지만 생명은 언젠간 끝난다는 것도 세상의 섭리인걸요 언젠가 끝날 생명을 제가 가장 좋다 생각하는 순간에 바치고 싶은 건 당연하지 않겠나요,1
원래 반장이 가장 또라이같아야 반 분위기가 좋아,1
우쭐해진 연하가 중계할 때 자기 싸우는 거 볼 수 있을 거라면서 그러니까 꼭 생중계 보면서 응원하겠다구 어 아주 닭살 난리 났음 제자 없는 사람 서러워서 살겠냐며 길드원 하나가 삐죽거리니까 연하 아주,1
헐렁한 유카타 위에 화려한 다른 유카타 칸타야 너무 좋다,1
난 호시 이런 자신감 넘치는 모습이 너무 좋아 만세 첫방 안무할 때 사람들 눈 커지는 거 보면서 다 죽었쓰 라는 생각으로 무대 하고 자기 자신에게 소름 돋았대 근데 너무 잘 해서 보는 사람도 같이 소름 돋,1
좋아 연락은 가능해,1
햇볕쬐니까 기분이 나아지고 날씨 좋다,1
여러분 오늘은요 살짝 스트리트 패션 느낌이에요 전 엄청 맘에 드는데 어때요 좋아 좋아 그죠 요시,1
지금 일 때문에 르네상스 그림들 뒤지고 있는데 몸이 너무 예뻐 세상에 너무 행복한데 하 조각들도 너무 변태같고 좋아 특히 거의 반 벗고 있는 인간들 태반이라 졸라 예술인데요,1
다자이의 개싸패 모먼트도 좋아하지만 츄야가 정신 나가서 싸패짓할때 츳코미 걸어서 돌아오게 하는 다자이도 좋아,1
으흐흑 너무 좋아 얘들아 하트 수집해 엑스알 정화해,1
나 찾으러 왔어 됐다가 나중엔 당연해서 안 물어보고 너무 좋다 이거임 나도 걍 아 그 어 선배 저번에 생일이었다고 그래서 늦었지만 하고 간식 안겨줄듯 이게 뭐야 얼굴로 안에 들여다보고 또 그 사,1
쳌메에서 사로잡아 파트 때 손 크고 무게감 있는 거 잘 보여서 좋아,1
윤하 영어트윗 너무 좋다 글로벌 가수 윤하,1
신령님들과 다이치 좋다 우시지마 테루시마 쿠로오 우카이 신령으로 다이치의 원픽은 누굴까 쟁탈전 오지게 할 거 같은디,1
하 넘 좋아,1
네 저 기분 좋아 보였어요 자기가 웃고 있었다는 사실을 모르고 있다,1
최애와 차애 둘 넘 행복해 수민이가 가운데 있는것두 약간 첫째미 있는것겉아서 넘 좋구 또 엄 그냥 조음,1
반사회성 성격장애를 가진 이수혁 와 너무 좋다 교육과 스스로의 공부를 통해서 희생이라는 것만이 선이라고 공부한 거면 좋겠다 그러다가 김록수랑 최정수 만나서 천천히 본능도 풀리고 뭐가 선인지에 대해서 알아가면 좋겠다 낑깡,1
좋아 제자로 받아주지,1
뭔가 이수혁은 광공이 절대로 안도리것 같은 느낌이랄까 근데 그런 사람이 광공이 된다 와 너무 좋다 김록수 한정 자신의 모든 걸 보여주는 광공 이수혁,1
따뜻한게 좋아,1
너의 의미 가 산울림 노래였구나 원곡 진짜 좋다 곱창전골이랑 장기하가 산울림 영향을 받아서 산울림 노래 듣는 중,1
신혼여행 허리케인에서 드레스 다 찢어져라 싸우는 봉미선씨가 좋아,1
파판 원화집 찾아봐야지 창천때 특히 너무 좋아,1
뭐가 좋아,1
나도 좋아 유진아,1
너무 좋다,1
근데 영상 진짜 퀄리티 좋다,1
골든차일드 네가 너무 좋아,1
마크버블 마크야 왜케 말을 예쁘게 해 버블 보고 바로 창문 열였다 오늘 날씨 너무 좋아 바람 솔솔 배경은 그냥 날씨 좋아서 예전에 찍은 사진,1
마케팅 전략 좋다 웃기고 정겹네,1
비긴어게인 버젼 도 좋아,1
오 좋아 좋아,1
이건 봐도봐도 좋다 기타치는 승구,1
흑흑 드디어 드디어 를 다들 쓰러져있는거 좋다 힣,1
하아 약간 소연이 같은 애들이 머리 써서 그러는게 난 너무 좋아,1
관리하는 에멧 좋아,1
일하기 싫어서 화장실로 피신 옴 문제는 여기가 남초라서 여자 화장실 청결이 안 좋아,1
성분이 함유된 부분이 너무 좋다 마녀들이 쿠키 레시피 적어놨다가 애긔 쿠키 빚어주는건가,1
아니 이유는 정확히 모르겠는데 라디오 들었어요 하는 목소리 좋다 하고 보고있다가 트로피 보여준다고 누워있다가 일어나는 거 왜케 좋지,1
석류 너무 좋다 하악,1
좋아 올백맞고 갈길게 홍홍홍,1
한지 코스튬 중에 밴드 기타리스트 한지가 제일 좋아,1
쇼군 이렇게 앉는거 좋아,1
이날 브이앱 좋아 은서가 화면 볼 때마다 옆선이 너무 잘생겨서 그래서 샤근샤근 추팔 브이앱 탄은 언제쯤,1
헐 좋다 기대할게,1
완전 좋아 부자 부자,1
단발 좋아 죽을 뻔 했는데 긴머 좋아서 죽어 버렸당,1
헐 이거 좋다,1
아다치 맛있게 잘 먹어서 좋아 체리마호,1
도운아 좋아해 너의 팔근육이 좋아,1
난 돈이 좋아 진짜 표정묘사가 너무 너무 좋아 진짜 자잘한거라도 좋음 부드러운 묘사 아 아악 김카이 더 힘들어 해 멘탈 후루룩 해 줘,1
한예리 엘르 사적대화 인터뷰 너무 좋다 저만 뒤처지는 기분이에요 발 밑을 보면서 천천히 잘 딛는 연습을 하는 것도 좋은 것 같아요 그 하루를 잘 딛으려고 하고 한 발을 잘 딛으려고 하다보면 언젠가 제가 원,1
존나 미친 거 아닌가 요시코 저 쎄한 표정 너무 좋아,1
아 미쳣아바 진자 좋다,1
블로그에 꾸준히 쓰는 거 좋다 기록용으로는 확실히 블로그 만한 게 없어,1
좋다 함만 망해줘 그 잘생긴 권태로운 표정이 일그러지는게 보고싶어,1
안 좋아 미친 새끼야 너 이상성욕 없다며 거짓말을 아주 밥 먹듯이 해,1
당신이 좋아,1
기절비명 이 때 너무 좋아 법도에 안맞다면서 냅다 천천이라고 부르는 야화,1
황이 윶한테 진심인게 너무 좋아,1
런쥔씨 요즘 잘 지내시나요 잘 지내요 네 이런 게 좋아,1
정셩찭 목소리도 존나 이쁨 존나 좋아,1
오늘 하루종일 기분이 안 좋아,1
비는 시간에 고죠 방에서 만화책 잡지 보고 뒹굴면서 여유롭게 보낼 때가 좋아 정적인 분위기에 들려오는 풀벌레 소리라던가,1
아니 봉마담 목소리 너무 좋다,1
이 귀요미한테 어떻게 서사 가득한 목소리가 나오는지 너무 좋아,1
카모마일여진착장 넘 좋아,1
이거 너무 좋아,1
겸이 힘센거 진짜 좋아,1
모리블 넘 좋아 진짜,1
알티 썸네일부터 숨멎 너무 잘생겼잖아 단정한 토미도 너무 좋아,1
아 너무 좋다 은채 언니 정말 분위기 천재,1
내가 도와주고 싶따 옆에서 이렇게 보니까 그렇지 웅 지민이 저음으로 말하는거 너무 좋아,1
이민혁 핑크 너무 좋아,1
성당인줄 알았네 오른손에 성경책 들었을 것 같고 미사보러 가서 백천 만나라 약간 반항 기질 다분한 사음이 만난 것도 좋고 뭐든 좋아,1
의상 바뀐 것도 너무 좋아,1
스스로 누굴 의심하고 있는지 알고 있긴 하나 해서요 누구든 의심해야죠 그게 내 직업이니까 경찰이란건 되게 슬프네요 그렇게 하나같이 다 의심해야 되고 황량 냉철 예민 등등만 보다가 갑자기 스리슬쩍 들어오는 온기 좋다 늘 어,1
내 인생 휘낭셰는 쇼코가 온리 원 이지만 현재 휴업중이셔서 그치만 여긴 여기만의 스타일이 있어서 좋아 내 친군 가 더 좋다고 함 겉빠작이 스탈이라,1
중앙속공 좋다,1
오늘 날씨 좀 춥긴 하지만 진 짜 좋다,1
분장이란 무엇인가 사람이 저렇게 바뀔 수 있을까 그러면서도 여전한 눈썹이 좋다,1
정국이가 쓴 병 브릿지 진짜 좋다 호비가 짜놓은 곡의 전개에 자연스럽게 스며드는 도입부 지나서 본인 색깔로 임팩트 있게 한방 때리는 전정국 들을수록 짜릿하고 좋아 원곡에 붙여봐도 이질감 전혀,1
어필 너무 좋다,1
그래그래 너와 나 부분의 비트와 플로우 조합이 너무 좋다 우주님 배캉님 귀호강 시켜주셔서 정말 감사합니다,1
나 김희진이 너무 좋아 어떡하지 저 배구천재를,1
이태원 보니스피자펍 철이 없었죠 피자가 좋아 화창한 일요일 점심에 이태원을 간 자체가 오랜만에 부자피자 가고 싶었는데 웨이팅 때문에 쿨하게 포기하고 간 보니스피자펍 서울의 이재모 이태원의 자랑,1
스탠드업 진짜 좋다,1
어셔 절대 안 보여주겠지만요 아주 가끔 애기 생일이라던가 그걸또기억하고있음 하는 날 데려가서 한 번 보여줄 것 같죠 근데 이것도 꾸준히 잘 해왔을 때의 얘기임 귀엽다,1
눈치없는 김래빈이 좋아 김래빈 최고,1
우아악 이걸 보다니 쿠 큐 그래도 음음 어음 뽀뽀 해준곤 좋다 희릐쿠큐큐 아 부끄러워,1
엄마 나 김희진이 좋아 안다고,1
좋아 짱비케 잘 하고 았어,1
어 갑자기 기분 좋다 세상이 나를 사랑하는 것 같다능,1
출처 와 이게 얼마만에 듣는거야 너무 좋아,1
좋아 우리톡디 없지,1
히마리랑 하구미랑 오타에 친하게 지내는 모습 좋아 셋이 믹스벤 나온거 진짜 많은거같은데,1
미안 내가 기억력이 안 좋아 한두 마디 해서는 이름을 못 외운다,1
미친 나 진짜 하이조에피 존나 좋아,1
너무 좋아 진짜 어쩜 좋아,1
멀린 맨날 지 자랑 하다가 된통 당해서 그렇지 머리 굴리는게 속도 빠르다는게 미치듯이 좋아,1
이 날 핑크 티셔츠 입은거도 좋아 백금발이랑 잘어울려잉,1
근데 난 무잔탄도 좋은게 최강의적은 한끗차이로 최강의 아군이거든 오니탄 자기 성에 가둬놓고 뭐든지 해주는 무잔이 좋아 더 이상 무서워하지않고 귀걸이 만지작거리는 무잔이랑 이게 예쁜가 고민하는 탄지로 태양을 얻었지 빛을 잃은 태양이지만,1
라떼맛이랑 슈크림맛 너무 좋아,1
난 쫌 망충한 공이 좋아,1
네 도장꽝꽝,1
우앙 강화레이저 트포 찍으면 레이저 개쎄보이는거 좋다,1
좋아 이따 저녁에 놀자꾸나 쪽,1
화음쌓는 김기범 너무 좋다 어뜩하냐,1
느어어엉 뭐야여 아련아련 조아하구연 아련인진 모르겠지만 여튼 다친거 말안하고 있는거 너모 좋구 뱀파 좋구,1
아니 근데 스쿠알로 청혼법 드라이하게 무쿠로 풀네임 부르면서 평생 데리고 있어도 좋다 약지반지 껴주면 좋겠다 무쿠로 손 쏙 빼내곤 거리두기,1
시뇨리나가 원한다면 얼마든지 더 해줄게,1
때 좋았던거 고 부터 터치까지 무대 하느라 컨셉 다 뒤섞여있는거 좋아 손가락에 형광 테이핑이랑 하네스 하고 터치 보스 무대까지 섰던날 이런 무대에서만 볼 수 있는 것들,1
저는좋아요 계연 사랑 아 좋아,1
타이탄 이 방어구 털이 너무 좋아 부숭탄 최고,1
지금 아니면 못 보는 신인의 모습 너무 좋다,1
좋아 나중에 입혀볼게,1
근데 사실 진짜 열렬한 사랑을 한다기보다는 가늘고 긴 사랑을 한다는 점이 혹은 자각하지 못하는 무채색의 사랑을 계속 이어간다는 점이 좋아,1
피요님 그림 좋다,1
또 컴백해서 이리 만나니까 좋다 그죠잉 노래 어때요 여러분 진짜 진짜 모두의 행복을 원하는 마음을 담았으니까 올 한해는 꼭 우리 모두 행복해집쉬다 곧 무대로 만나요,1
혀 내밀며 사진찍는건 좋아,1
당직야근근무중인데 꼬마환자 부모님께서 도너스를 다스나 사다 주셨다 할일 한거고 의료진으로서 청렴하게 살아야 하는데 거절을 못했다 아니 안했다 이런 선물 너무 좋다 야무지게 나눠먹고 더 열심이 일하자,1
뭔가 이상하다 했더니만 너 눈썰미 좋다,1
와이셔츠 풀어헤치고 스탠드업 부르는 남자들 좋다,1
캐릭터픽창 좋다,1
넘 좋아,1
망무 같이 걸을 때 자세 너무 좋아 위무선 피리도 돌리고 막 몸 돌려서 망기도 보고 그러는데 남망기는 딱 정자세로 걷는거 너무 좋아에,1
이상연 생각 안한다면서 진짜 안하고싶다,1
하이죠 에피만 다른장르 같지 않나 청게물 찍고있음 흥 좋아,1
파랑 좋아,1
옛날에는 현실에 없는 상상의 이야기가 좋아서 판타지 책 많이 읽었는데 지금은 직업 때문에도 그렇지만 현실적인 이야기가 좋아졌다 에세이나 소설이라도 현실이 반영된 게 좋아 요즘 젊은 여성 작가 소설 동향도 그,1
고죠후시 정색하는 고죠가 좋아,1
이 여성 지금 기분이 넘 좋아,1
아니 얘네 하는 꼴이 약간 글 속에 숨은 마음까지 알아차리시는 데에 어쩌구 그거라구요 엉엉 해진쌤도 글만으로 우린 사랑하네 결혼할거네 어쩌네 하더니 여기도 서로를 알아봐주는 우리 하면서 그거 하고 있자나요,1
하 포타 이게 메이저인가봐 나 너무 좋아,1
그러고보면 드라마에선 아리가 검은옷을 입지 않았는데 영화는 둘이 커플룩이야,1
목 쪽 완전 꽉꽉 껴입엇다구 춥지 말라고 염려도 잘 먹어 완전 좋아,1
오늘 옷 너무 좋아,1
이날의 모든 것이 좋다 푸른 하늘 수려한 동작 찰랑이는 옷소매 청아한 분위기,1
헐 좋다 디비디 들고가서 단체 관람하자,1
신인의 묘한 뚝딱스러움이 너무 좋다 평생 신인해줘,1
우마무스메그림이 많이 올라와서 너무 좋아,1
사랑하는 도영아 언제나 너만의 길을 계속 걸어나가줘 항상 따스한 너의 진심을 받아 나 또한 너에게 향할 높은 온도의 사랑을 아끼지않을게 너를 향한 시선은 언제나 따뜻할 것을 약속할게 무얼 한다고해도 믿고,1
하 진짜 승협 오빠가 너무 좋다 나 진짜,1
아 원래랑 비교하니까 더 좋아,1
아근데 여기 티존 광나는 거 좀 좋다 그게 개기름일지라도,1
형워니 드롭링 넘 좋아,1
말로는 아니 이게 뭔 일이야 하면서도 머리 잽싸게 굴려서 뭔 일인지 가장 빠르게 파악하는 멀린이 좋다,1
헉 넘 좋다 거기에 이제 약간으 테크웨어를 곁들인 카로스 날개 땜시 민소매 입고 그 위에 로브 같은 거 걸친다던가 그래두 조을 거 같애요,1
어떡해 유기현이 너무 좋아,1
일단 극 초반이랑 중간에 배우님들 대화하는거 너무 좋다 첫번째는 태일에 대한 이야기 두번째는 원동력에 대한 이야기,1
자켓 칼라풀로 입어서 넘 좋다 정전된것보다 훨신 조아,1
오늘 의상 넘 좋다,1
진짜 착하고천사같고다정한 앤캐가 한번씩 빡치거나 그런모습 보여준다 존나머리깸 나진짜움 진짜 오열햇음 전적잇,1
커피 좋아,1
이제 글라스들도 만들고싶은데,1
진짜 어떡함나 정성찬 보고싶어서 압구정 노숙할정도로 너무 좋아 진짜 악악악악악,1
천사님 너무 좋다,1
흐흑 유진이 너무 귀엽다 너무 좋아 그리고 엠씨 첫날 안같아 너무 잘해 라고 쓰고있었는데 방금 프메에서 예나랑 채원이랑 어제 밤에 같이 대본연습했다고,1
와 오늘 셋리 하나씩 듣는데 포디카 진짜 노래 다 너무 좋다 어떠케 이거 이제 쌩귀로 듣는거야,1
단발 좋아 죽을뻔했는데 긴머 좋아서 죽어버렸당,1
난 호시 이런 자신감 넘치는 모습이 너무 좋아 만세 첫방 안무할 때 사람들 눈 커지는 거 보면서 다 죽었쓰 라는 생각으로 무대 하고 자기 자신에게 소름 돋았대 근데 너무 잘 해서 보는 사람도 같이 소름 돋게 만듦,1
날씨 정말 좋다,1
꽃 좋아해요 그래서 당신이 좋아 조민기 나는 밤마다 당신을 울렸다,1
폰섹 할사람 고고 사진이나 영상 주시면 감사 속옷패티시 스타킹 패티시있어 사진 투척도 좋아,1
나 얘네 넷 너무 좋아,1
현대문학에서 언덕보고 젖가슴 하는 감성에서 안 벗어난거 같은데 하 난 몽정에 대해서 어떤 자연의 신비도 느끼지 못하는데 반대성별에선 무슨 일이 벌어지는 중인거임 몽정하면 건강에,1
뜬금인데 작은 아씨들 영화에서 자매들 중 이미 결혼한 사람은 메그뿐인데 남편이 수입이 적어서 힘들고 본인도 집안일이 낯설어서 괴로워하는데 이걸 꼭 메그가 가난한 남자하고 결혼을 해서 고통받는 거란 식으로 묘사하진 않았던 것 같아서 좋아,1
애들 스케 하나하나 뜰 때마다 매번 설레게 좋다,1
너무 좋다 정말 최고의 선배,1
아 좋다,1
저 선생님 대사 너무 좋아,1
어캄 존나 좋아,1
아니 진짜 고깃집이라는게 눈 텨나올정도로 좋다,1
언제들어도 개띵곡 갠적으로는 앨범버젼보다 뮤비버젼이 더 좋아 브릿지 뒤에 뭔가 더 웅장함,1
시 키 목소리 너무 좋아,1
반가워요 지니가요 헣 너무 좋다 유지나,1
나는 정말 본진 글이 너무 좋아 진지하고 귀엽고 센스있고,1
하지만 옛날과 지금의 공통점 일하기 싫다 노는 게 제일 좋아,1
뉴미 우나님 미스타 정장 그려준대 우나 뉴미가 그려준다구 알앗어 뉴미 앗 아니 우나 우나우나님이 우나 아 뉴미가 그려주는구나 좋아 기대할게 꼭 태그해줘 뉴미 우나 우나님이 무한릴레이,1
담주는 온클 하 너무 좋아,1
아니 진짜 너무 청량한데 너무 좋다 진짜 첫 얼굴은 너였다 잊지 않게 해주네,1
만두 좋아,1
톤이 너무 좋다 유진아,1
옛날엔 악성향의 인물이 멋져보였는데 지금은 그냥 선성향의 인물이 너무나도 좋아,1
너는 웃으며 내게 말 했지 아주 한밤중에도 깨어있고 싶어 우휴 함춘호 님과 장필순 님 참 좋다,1
원래 완깐 그리 좋아하지 않는데 동하니 완깐은 너무 좋아,1
이러니저러니해도 본편의 구루구루하는 사야카 너무 좋다,1
볼하트도 모르던 아기가 이러는 게 걍 눈물이 나는거지 응응,1
베리두번 노래 좋다,1
기분좋아서 걍 다 포장해옴 아 넘 신난다 좋다,1
그치만 나와서 좋아,1
명절때 사촌 애기가 어그로 다 끌어준 썰 볼때마다 귀여워서 좋아,1
난 솔직히 신센구미 소속이 좋아 사이토하지메 이름이 좋은데 키류는 사카료마가 더 좋은갑네 여튼 쵼마게 다이고와 만났슴니다,1
너와의 어색한 침묵이 차라리 좋아 로제 블랙핑크 로제,1
숏컷이 좋다 역시 응응,1
개개개개개 좋아 이거임 진짜 눈물밖에 안난다 하하하,1
현대 렌탄으로 렌고쿠의 도련님인거 티나는 순간이 좋다 크게 싸운날 연락차단해버리는 탄지로 일주일뒤에 다시 얘기해요 했는데 그날 탄지로 입출금알람 탄지로 원 송금 미안하다,1
하 철용시쥰은 거의 모 쌍청학 박사학위따셧조 하 이게 조아요 사실 열렬한 사랑은 단편적으로 보면 로맨틱해보이고 세기의 사랑처럼 보이지만 감정의 온도를 유지하는게 힘들자나요 그래서,1
그레이스아나토미 너무 재밌어 씬마다 깔리는 배경음악도 좋구 날씨가 추워도 더워도 낙낙해도 생각남 그리고 꼭 시즌 까지만 복습해,1
채원메일 나두 보고 있어 누나 누나 유진이누나 열심히하는거보니까 나두 좋다 우리 누나도 저런데 나갔으면 하는데,1
잘 때 주먹쥐고 고양이처럼 자는 남자 좋다,1
아 신난다 같이 술마셔준데 좋다 아마 이놈 죽기직전까지 가도 안끊을것같아요 피를토하지않는이상 마시지않을까요,1
미쳣다진짜,1
나 진짜 이런 상황극 너무 좋아,1
후드티 상연 너무 좋다,1
오 전방 초이케 미소년의 뒷모습을 포착 뉴 서번트려나 좀 익숙한 것 같기도 하고 좋아 미행 해봅시다 살곰살곰,1
선물받는거 좋아 하긴 한데에 말하기 좀 그렇네요,1
졸라 웃김 연하 아주 좋아 죽네,1
관극하다보면 진짜 딱 그런날 있잖아요 좋아 완 벽했어 하는날 진짜 저 완전 그날이었어요 이 기억으로 삼연올때까지 버텨봐야죠 그때까지 행덕해요,1
진심 귀엽다 동숲에서 대출금 갚앗을때같음 아 귀여워 진심 웃는 모습 봐서 너무 좋아,1
그건 그래 근데 나는 아니야 나한텐 물고빨고하는게 제일 중요해서 옷 못입어도 잘생긴게 좋아,1
나 심각하게 무선이어폰 쓸까 고민중임 아니야 그래도 그냥 이어폰이 제일 좋아 가끔 이어폰 커버가 빠지고 선이 꼬이고 폰이랑 접촉불량도 있지만 그래도,1
쉽지 않은데 하나하나 챙기는거 이 다정함이 너무 좋다 도블도블 도영버블,1
좋아 싫어 소설책도 사고싶다 요즘 사고싶은 책 많은데 지금 집에 쌓아둔게 많아서 못 사고 있음 이것이 바로 구매비덕질,1
딸기라떼 좋아 지금도 마시는중,1
몬스타 하연수 너무 예쁨 날 연수언니 팬클럽에 가입하게 만든 드라마 내용은 옛날드라마라 씹스럽고 남주가 하 시발놈이긴한데 연수언니 이쁘고 뮤직드라마라서 노래도 좋다 봐라,1
공카 자주는 오는데 출첵처럼 영양가 없는 말만 하고 가는 것 보다 글 올리는 텀이 좀 있더라도 선호처럼 진정성 있게 써주는 글이 훨씬 좋아 근데 심지어 서노는 공카도 거의 매일 오잖아 내가 진짜 안 미칠 수 있냐고,1
히히 잘생겼다 헤헤 히 넘나 좋아 헤헤,1
그냥 범초의 모든 부분이 다 좋아,1
너무 좋다 강영현,1
청소 후 커피 한 잔의 여유 그리고 트위터 트윗을 책읽 듯 해서 제대로 자리 잡고 앉지 않으면 시작을 못하는 까탈인 이제야 좋다 겨울에 받은 유자차가 아직 그대로인데 유자차 이제는 지친 마음을 쉬어 이 차,1
저렇게웃는거 못생긴거 알지만 나는 내가 이렇게 활짝 웃는게 좋아,1
아 본보 좋아,1
후유미 정상인 좋아,1
단체 오프 좋다 엘망이들 단체로 갈라면은 버스 하나 빌려야될 거 같은데,1
근데 라인하르자 너무 좋구,1
근데 솔직히 난 이 장면이 제일 좋다 이유를 말할 수는 없지만,1
오우 좋다 물물교환,1
하 학년 되고나서부터 미유키 쿠라모치한테 말 존내 많아진 거 개웃기고 개좋음 둘이 맨 에이쥰 얘기만 하고 얘기해봤자 쿠라모치가 떠드는 거 리액션이나 해주더니 존내 말해 그래,1
나는 너 사랑하는데 너는 왜 나만큼 사랑해주지 않아 하고 동등성을 따지지 않을 거 같다는 점에서 류청가의 마음이 좋다,1
아니진짜 킨우 너무 좋다 킨우 안사랑하는법 아는 사람 탕 또있나,1
게임패키지 는 일본판은 엔딩괴 있는데 한국판만 없댔나 하여튼 이제 맘껏 듣겠구나 좋다,1
너무 좋다 이거,1
혼자 있는게 좋아,1
어떡하지 나 드 림이 너무 좋다,1
이 노래 너무 좋아 나도 모르게 흥얼흥얼,1
하 철용시쥰은 거의 모 쌍청학 박사학위따셧조 하 이게 조아요 사실 열렬한 사랑은 단편적으로 보면 로맨틱해보이고 세기의 사랑처럼 보이지만 감정의 온도를 유지하는게 힘들자나요 그래서 결국 갈수록 흐,1
오 좋다,1
대충 메디의 실험체가 될 수 있다는거죠 좋아 도전,1
너무 좋아 기절한 사람,1
에솦 박요한 성우님 감사합니다 감사합니다 감사합니다 너무 좋아,1
노래 너무 좋아,1
나 지금 이게 너무 좋다 봄이다,1
전 사랑에 공격적이래 어제보다 더 능글거려 존나 좋아,1
저런거 보면 눈물 찔끔남 너무 좋아 몽글 몽글 사랑해,1
난 프세카가 좋다,1
나는 강아지랑 고양이가 너무 좋아,1
시간이 빨리가서 너무 좋다,1
아 좋네요 잔뜩 쳐올리면 어느새 눈에 눈물 잔뜩 고여서 그만하라고 소리낼 것 같은데 우리 성현이 그런거 신경 안쓸 것 같은걸요 아 좋다 욕하다 신음하는 상황 자주 나올것 같아줍니다,1
같고 이때 결국 울 것 같네요 씁 그리고 좀 진정되면 자기 성 받을 생각 있냐고 물어봐요 아 근데 진짜 그 점도 넘 좋아요 약간 연륜이 느껴지는 능글스러움 헤헿 아 그쵸 루나가 상,1
폴몬제발오웬깅나오면 좋겠어 레어여도 좋아 쓰알이라 천장찍고 데려와도 좋아 내게 개조없이 학생모까지 착용한 흑쿠란오웬깅을 보여줘,1
상연이 후드입은거 너무 좋아,1
그냥 사람을 만드는것도 좋아,1
장도연 넘 좋다,1
미남 크게 보는거 좋아 엠씨 분량이 더 늘었으면 해 오래전부터 했던 생각입니다,1
앞머리 올백하고 옆머리 밀고 딱맞는 레자 입고 옛썰 부름의 응답 킬링파트 먹은 섹시한 너구리같은 우영이도 좋아,1
좋아 너도 합격,1
도진개진 유유상종 서로뭉개기 딱 좋아 준서기는 너무 일찍 나댄거지,1
다양한 머리 스타일 보는게 넘 좋다,1
